qid	label	description	description_lang	instance_qids	instance_labels	inception	dissolved	active_span	active_centuries	has_coord	coord	has_geoshape	geoshape	wikipedia_url	wikipedia_lang	cliopatria_match	cliopatria_name	cliopatria_n_periods	cliopatria_match_via
Q101452272	Azerbaijanis	citizens or residents of Azerbaijan	en	Q2472587|Q33829|Q6266	human population|nation|people					False		False		https://fr.wikipedia.org/wiki/Azerba%C3%AFdjanais	fr	False			
Q1018839	Española	city primarily in Rio Arriba County, New Mexico, in the United States	en	Q1093829	city in the United States	1880-01-01T00:00:00Z		(1880-?)	19th	True	Point(-106.064722222 36.001944444)	False		https://en.wikipedia.org/wiki/Espa%C3%B1ola,_New_Mexico	en	False			
Q1021154	Dambadeniya	ancient city in Sri Lanka	en	Q109607|Q15661340	ancient city|ruins					True	Point(80.15 7.36667)	False		https://en.wikipedia.org/wiki/Dambadeniya	en	False			
Q1022117	Messene	ancient Greek city in Peloponnese	en	Q148837|Q15661340|Q839954	ancient city|archaeological site|polis	-0370-01-01T00:00:00Z		(-370-?)	4th BCE	True	Point(21.92 37.175)|Point(22.0 37.05)	False		https://en.wikipedia.org/wiki/Messene	en	False			
Q1025803	Cai	former vassal Chinese state	en	Q10904438|Q836688	Twelve Vassals|ancient Chinese state	-1044-01-01T00:00:00Z	-0446-01-01T00:00:00Z	(-1044--446)	11th BCE-5th BCE	False		False		https://en.wikipedia.org/wiki/Cai_(state)	en	True	Cai	2	wikidata
Q1026107	Kaqchikel people	ethnic group in Guatemala and Mexico	en	Q41710	ethnic group					False		False		https://en.wikipedia.org/wiki/Kaqchikel_people	en	False			
Q102679	Kingdom of Numidia	Amazigh (Berber) kingdom in North Africa (202 BC - 40 AD)	en	Q3024240	historical country	-0201-01-01T00:00:00Z	-0045-01-01T00:00:00Z	(-201--45)	3rd BCE-1st BCE	True	Point(7.3 35.5)	False		https://en.wikipedia.org/wiki/Numidia	en	False			
Q1028297	aji	rank of nobility in the Ryukyu Islands	en	Q15142314|Q355567	noble title|rank of the Ryukyu Kingdom					False		False		https://en.wikipedia.org/wiki/Aji_(Ryukyu)	en	False			
Q1028848	French Cameroons	former French Mandate territory	en	Q3024240|Q426759|Q985073	League of Nations mandate|United Nations trust territory|historical country	1919-06-28T00:00:00Z	1960-01-01T00:00:00Z	(1919-1960)	20th	True	Point(11.520563 3.866419)	False		https://en.wikipedia.org/wiki/French_Cameroon	en	False			
Q102911	Holland	region and former province in the western Netherlands	en	Q1620908|Q82794	historical region|region					True	Point(4.667 52.25)	False		https://en.wikipedia.org/wiki/Holland	en	False			
Q10295972	Hunnic Empire	nomadic empire in Europe in the 4th and 5th centuries	en	Q3024240	historical country	0316-01-01T00:00:00Z	0484-01-01T00:00:00Z	(316-484)	4th-5th	False		False		https://en.wikipedia.org/wiki/History_of_the_Huns	en	False			
Q1029847	Natalia Republic	short-lived Boer republic (1839–1843)	en	Q1010624|Q3024240	Boer republic|historical country	1839-10-12T00:00:00Z	1843-05-04T00:00:00Z	(1839-1843)	19th	True	Point(26.0 -29.0)	False		https://en.wikipedia.org/wiki/Natalia_Republic	en	True	Natalia Republic	8	wikidata
Q1030288	Duchy of Krosno	one of the duchies of Silesia	en	Q1621034|Q3024240|Q691981	Duchies of Silesia|historical country|historical territory	1251-01-01T00:00:00Z		(1251-?)	13th	False		False		https://de.wikipedia.org/wiki/Herzogtum_Crossen	de	False			
Q1031430	Habsburg Netherlands	polity ruled by the Habsburg House from 1482 to 1795	en	Q1048835	political territorial entity		1555-01-01T00:00:00Z	(?-1555)	16th	False		False		https://en.wikipedia.org/wiki/Habsburg_Netherlands	en	False			
Q103251	Macedonia	geographical and historical region in southeastern Europe, today forming parts of the Republics of Greece, North Macedonia and Bulgaria	en	Q1620908|Q82794	historical region|region					True	Point(22.508621075 41.32925475)	False		https://en.wikipedia.org/wiki/Macedonia_(region)	en	False			
Q1033421	Hammudid dynasty	dynasty	en	Q164950|Q3024240	dynasty|historical country	1016-01-01T00:00:00Z	1058-01-01T00:00:00Z	(1016-1058)	11th	False		False		https://en.wikipedia.org/wiki/Hammudid_dynasty	en	False			
Q1034173	Tây Sơn dynasty	peasant rebellion then the decentralized imperial dynasty in Vietnam, 1778 to 1802	en	Q164950|Q3024240	dynasty|historical country	1778-01-01T00:00:00Z	1802-01-01T00:00:00Z	(1778-1802)	18th-19th	False		False		https://en.wikipedia.org/wiki/T%C3%A2y_S%C6%A1n_dynasty	en	True	Tây Sơn dynasty	10	wikidata
Q1035336	Caracol	Maya city in Belize	en	Q30504598|Q473972|Q839954	Maya site in Belize|archaeological site|protected area					True	Point(-89.117591666 16.763927777)	False		https://en.wikipedia.org/wiki/Caracol	en	False			
Q1035516	Cumans	Turkic nomadic people	en	Q2472587	people					False		False		https://en.wikipedia.org/wiki/Cumans	en	False			
Q10359001	Hasmonean Judea	Jewish monarchy in Judea and surrounding regions during the Second Temple period (140–37 BCE)	en	Q3024240|Q417175	historical country|kingdom	-0139-01-01T00:00:00Z	-0036-01-01T00:00:00Z	(-139--36)	2nd BCE-1st BCE	True	Point(35.235277777 31.778055555)	False		https://en.wikipedia.org/wiki/Hasmonean_Judea	en	False			
Q103738	Gotland County	county (län) In Sweden	en	Q200547	county of Sweden	1658-01-01T00:00:00Z		(1658-?)	17th	True	Point(18.5 57.5)	True	http://commons.wikimedia.org/data/main/Data:Sweden/Gotland.map	https://en.wikipedia.org/wiki/Gotland_County	en	False			
Q103801	East Prussia	province of Prussia	en	Q574299	provinces of Prussia	1773-01-01T00:00:00Z	1945-01-01T00:00:00Z	(1773-1945)	18th-20th	True	Point(20.51 54.71)	False		https://en.wikipedia.org/wiki/East_Prussia	en	False			
Q1039230	Máramaros County	county of the Kingdom of Hungary	en	Q852231	county	1111-01-01T00:00:00Z	1920-01-01T00:00:00Z	(1111-1920)	12th-20th	True	Point(23.88333333 47.93333333)	False		https://en.wikipedia.org/wiki/M%C3%A1ramaros_County	en	False			
Q104028	Judea	region of ancient Israel	en	Q3024240|Q56061	administrative territorial entity|historical country					True	Point(35.306389 31.698889)	False		https://en.wikipedia.org/wiki/Judea	en	True	Judea	13	wikidata
Q104146934	United States of America state-level electoral district	state-level electoral district within the United States	en							False		False				False			
Q104164157		1387–1392	fr	Q3024240|Q417175	historical country|kingdom	1387-01-01T00:00:00Z	1392-01-01T00:00:00Z	(1387-1392)	14th	False		False				False			
Q10416611	Vandal Kingdom	Germanic Kingdom (435-534)	en	Q1250464|Q3024240|Q5402094	barbarian kingdom|historical country|realm	0435-01-01T00:00:00Z	0534-01-01T00:00:00Z	(435-534)	5th-6th	True	Point(10.314722 36.886667)	False		https://en.wikipedia.org/wiki/Vandal_Kingdom	en	True	Vandal Kingdom	8	wikidata
Q104192518	Taifa of Valencia (third period)	(1228-1238)	en	Q217177|Q3024240	historical country|taifa	1228-01-01T00:00:00Z	1238-01-01T00:00:00Z	(1228-1238)	13th	False		False				False			
Q104215427	Franco-Suisse	postcard publisher	en	Q6881511|Q81529763	enterprise|postcard publishing company	1905-01-01T00:00:00Z	1950-01-01T00:00:00Z	(1905-1950)	20th	False		False		https://de.wikipedia.org/wiki/Ansichtskartenverlag_Franco-Suisse	de	False			
Q104238	Angles	North Sea Germanic people, from the eponymous area	en	Q4204501	historical ethnic group					False		False		https://en.wikipedia.org/wiki/Angles_(tribe)	en	False			
Q104309	White movement	major faction in the Russian Civil War	en	Q1393724	political faction	1917-01-01T00:00:00Z	1922-01-01T00:00:00Z	(1917-1922)	20th	False		False		https://en.wikipedia.org/wiki/White_movement	en	False			
Q1043594	Old Castile	former region of Spain	en	Q104117291|Q1620908	historical region|region of Spain					True	Point(-3.696373 42.343461)	False		https://en.wikipedia.org/wiki/Old_Castile	en	False			
Q1044536	Spain under the Restoration	name given to a period between 1874 (end of First Spanish Republic) and 1931 (start of the Second Spanish Republic), and the state of Spain during that time	en	Q3024240	historical country	1874-01-01T00:00:00Z	1931-01-01T00:00:00Z	(1874-1931)	19th-20th	True	Point(-3.5 40.2)	False		https://en.wikipedia.org/wiki/Restoration_(Spain)	en	False			
Q1044668	Republic of Rose Island	former country located in the Adriatic Sea, off the coast of Italy	en	Q13691|Q188443|Q2016031|Q3024240	artificial island|historical country|micronation|offshore construction	1968-05-01T00:00:00Z	1969-02-13T00:00:00Z	(1968-1969)	20th	True	Point(12.622222222 44.180277777)	False		https://en.wikipedia.org/wiki/Republic_of_Rose_Island	en	False			
Q104471321	Senhorio da Madeira	Portuguese ultramarine posession in the 15th century	en	Q104471354|Q161243	dependent territory|senhorio	1425-01-01T00:00:00Z	1497-01-01T00:00:00Z	(1425-1497)	15th	False		False				False			
Q104472514	Madeira	former administrative entity based on Madeira Archipel from 1497-1822	en	Q161243|Q19953632	dependent territory|former administrative territorial entity	1497-01-01T00:00:00Z	1822-01-01T00:00:00Z	(1497-1822)	15th-19th	False		False				False			
Q104520	Pomerania	historical region in Poland and Germany	en	Q1620908	historical region					True	Point(18.15312 54.29443)	False		https://en.wikipedia.org/wiki/Pomerania	en	True	Pomerania	3	wikidata
Q1045322	Kingdom of Nanzhao	ancient kingdom situated in southeast Asian (including current day Yunnanm Guizhou, Sichuan provinces of China, Tibet, Vietnam, Cambodia) (738–902)	en	Q3024240	historical country	0738-01-01T00:00:00Z	0902-01-01T00:00:00Z	(738-902)	8th-10th	False		False		https://en.wikipedia.org/wiki/Nanzhao	en	True	Nanzhao	9	wikidata
Q1045615	Guzhu	ancient Chinese state	en	Q836688	ancient Chinese state	http://www.wikidata.org/.well-known/genid/6a3434f2a931a7ade12f76b11e930cf8	-0659-01-01T00:00:00Z	(?--659)	7th BCE	False		False		https://en.wikipedia.org/wiki/Guzhu	en	False			
Q1047069	Kizzuwatna	former country	en	Q3024240	historical country	-2000-01-01T00:00:00Z	-2000-01-01T00:00:00Z	(-2000--2000)	20th BCE	True	Point(36.0 38.0)	False		https://en.wikipedia.org/wiki/Kizzuwatna	en	False			
Q1047264	Wampanoag people	Native American tribes	en	Q41710	ethnic group					False		False		https://en.wikipedia.org/wiki/Wampanoag	en	False			
Q10474195	Musawa	local government area in Nigeria	en	Q1639634	local government area of Nigeria					True	Point(7.66889 12.1294)|Point(7.6724 12.1299)	False		https://en.wikipedia.org/wiki/Musawa	en	False			
Q104830621	Dapitan Kingdom	Pre-colonial Southeast Asian polity	en	Q6382548	Kedatuan					False		False		https://en.wikipedia.org/wiki/Dapitan_Kingdom	en	False			
Q1048315	Little Russia	historical and geographic term for Ukraine	en	Q1620908|Q427961|Q56061	administrative territorial entity|historical region|metropolis					False		False		https://en.wikipedia.org/wiki/Little_Russia	en	False			
Q1048340	Albanian Kingdom	period in 20th century Albanian history	en	Q3024240	historical country	1928-09-01T00:00:00Z	1939-04-09T00:00:00Z	(1928-1939)	20th	True	Point(20.0 41.0)	False		https://en.wikipedia.org/wiki/Albanian_Kingdom_(1928%E2%80%931939)	en	False			
Q104836859	Coeur d'Alene Tribe	federally recognized tribe in Idaho	en	Q5982983|Q6266|Q7840353	federally recognized Native American tribe in the United States|jurisdiction|nation					False		False				False			
Q104863335	Duchy of Poland	duchy in Central Europe existing from around 960 to 1025	en	Q154547|Q3024240	duchy|historical country	0960-01-01T00:00:00Z|0966-01-01T00:00:00Z	1025-01-01T00:00:00Z|1138-01-01T00:00:00Z	(960-1138)	10th-12th	False		False		https://en.wikipedia.org/wiki/Duchy_of_Poland_(c._960%E2%80%931025)	en	False			
Q1048883	Senones	Gallic people	en	Q133311|Q4204501	historical ethnic group|tribe					False		False		https://en.wikipedia.org/wiki/Senones	en	False			
Q1048918	Kingdom of the Suebi	Germanic kingdom in what is today Galicia, Spain, that was established by the Suebi about 410, and existed until 585	en	Q3024240|Q5402094	barbarian kingdom|historical country	0409-01-01T00:00:00Z	0585-01-01T00:00:00Z	(409-585)	5th-6th	True	Point(-8.428333 41.551111)	False		https://en.wikipedia.org/wiki/Kingdom_of_the_Suebi	en	True	Kingdom of the Suebi	8	wikidata
Q10494013	Fantastica	The Neverending Story fictional universe	en	Q1145276|Q559618	fictional country|fictional universe					False		False		https://sv.wikipedia.org/wiki/Fant%C3%A1sien	sv	False			
Q105037621	Jellystone National Park	location of Yogi Bear	en	Q108117266|Q3895768	fictional facility|fictional location					False		False				False			
Q105092	Kingdom of Mercia	one of the kingdoms of the Anglo-Saxon Heptarchy	en	Q1151405|Q3024240	client state|historical country	0527-01-01T00:00:00Z	0918-01-01T00:00:00Z	(527-918)	6th-10th	True	Point(-1.6 52.6)	False		https://en.wikipedia.org/wiki/Mercia	en	True	Kingdom of Mercia	30	wikidata
Q105098	Austrasia	Medieval European territory	en	Q3024240	historical country	0511-11-29T00:00:00Z	0751-11-01T00:00:00Z	(511-751)	6th-8th	False		False		https://en.wikipedia.org/wiki/Austrasia	en	False			
Q1051384	Catuvellauni	British tribe of the Iron Age and Roman era	en	Q133311|Q3446134	Roman client kingdoms in Britain|tribe	-0100-01-01T00:00:00Z		(-100-?)	1st BCE	True	Point(0.06 51.78)	False		https://en.wikipedia.org/wiki/Catuvellauni	en	False			
Q1051600	Duchy of Naples	Italian state (661–1137)	en	Q154547	duchy		1137-01-01T00:00:00Z	(?-1137)	12th	False		False		https://en.wikipedia.org/wiki/Duchy_of_Naples	en	True	Duchy of Naples	7	wikidata
Q1052040	Cayor	former country	en	Q1250464|Q3024240	historical country|realm	1549-01-01T00:00:00Z	1879-01-01T00:00:00Z	(1549-1879)	16th-19th	True	Point(-16.684776 15.322177)	False		https://en.wikipedia.org/wiki/Cayor	en	False			
Q105206	Bukovina	historical region in Central Europe	en	Q368716|Q82794|Q934951	Historical regions of Romania|Ukrainian historical regions|region					True	Point(26.0 48.0)	False		https://en.wikipedia.org/wiki/Bukovina	en	False			
Q105307146	Brasileiro	family name	en	Q101352	family name					False		False				False			
Q105313	Kingdom of Wessex	Anglo-Saxon kingdom in the south of Great Britain	en	Q3024240|Q417175	historical country|kingdom	0519-01-01T00:00:00Z	0927-01-01T00:00:00Z	(519-927)	6th-10th	True	Point(-2.0 51.2)	False		https://en.wikipedia.org/wiki/Wessex	en	True	Kingdom of Wessex	29	wikidata
Q10531418	imperial house of the Yuan Empire	Mongol royal house dominating China 1271-1368	en	Q1089515|Q13417114	conquest dynasty|noble family	1260-01-01T00:00:00Z	1367-01-01T00:00:00Z	(1260-1367)	13th-14th	False		False		https://ar.wikipedia.org/wiki/%D8%A3%D8%B3%D8%B1%D8%A9_%D9%8A%D9%88%D8%A7%D9%86	ar	False			
Q1054184	Khmer Republic	former country of Asia	en	Q3024240	historical country	1970-10-09T00:00:00Z	1975-04-17T00:00:00Z	(1970-1975)	20th	True	Point(104.933611111 11.561666666)	False		https://en.wikipedia.org/wiki/Khmer_Republic	en	False			
Q1054409	March of Ancona	administrative subdivision of the Papal States (1210-1798)	en	Q19953632	former administrative territorial entity	1198-01-01T00:00:00Z		(1198-?)	12th	False		False		https://en.wikipedia.org/wiki/March_of_Ancona	en	False			
Q105444077	New Reich	fictional government in the Arrowverse	en	Q1145276	fictional country					False		False				False			
Q1054910	Piedmontese Republic	French Sister Republic in Piedmont, Italy	en	Q472538	sister republic	1798-12-09T00:00:00Z	1799-06-20T00:00:00Z	(1798-1799)	18th	True	Point(7.7 45.0667)	False		https://en.wikipedia.org/wiki/Piedmontese_Republic	en	False			
Q1054923	British Hong Kong	British colony and dependent territory from 1841 to 1997	en	Q1351282|Q15379753|Q19953632	British Dependent Territory|crown colony|former administrative territorial entity	1841-01-26T00:00:00Z	1997-06-30T00:00:00Z	(1841-1997)	19th-20th	True	Point(114.160327229 22.280068253)	False		https://en.wikipedia.org/wiki/British_Hong_Kong	en	False			
Q1055713	Yan	ancient state in northern China during the Shang, Zhou, and Warring States periods (11th century BC – 222 BC)	en	Q836688	ancient Chinese state	http://www.wikidata.org/.well-known/genid/8fb1bfa2567ed59f47c864d7d998a650	-0221-01-01T00:00:00Z	(?--221)	3rd BCE	False		False		https://en.wikipedia.org/wiki/Yan_(state)	en	True	Former Yan|Yan	8	wikipedia_title
Q1055845	Edmonds	city in Snohomish County, Washington, United States	en	Q1093829	city in the United States	1889-01-01T00:00:00Z		(1889-?)	19th	True	Point(-122.346666666 47.806944444)	False		https://en.wikipedia.org/wiki/Edmonds,_Washington	en	False			
Q105633625	Emirate of Bahrain (1783–1971)	estado existente entre 1783 y 1971	es	Q3024240	historical country	1783-01-01T00:00:00Z	1971-01-01T00:00:00Z	(1783-1971)	18th-20th	False		False		https://ar.wikipedia.org/wiki/%D8%A5%D9%85%D8%A7%D8%B1%D8%A9_%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86_(1783%E2%80%931971)	ar	False			
Q1056772	Shen Guo	Chinese feudal state during Zhou dynasty (841–688 BCE)	en	Q836688	ancient Chinese state	-0840-01-01T00:00:00Z	-0680-01-01T00:00:00Z	(-840--680)	9th BCE-7th BCE	False		False		https://en.wikipedia.org/wiki/Shen_(state)	en	False			
Q1057118	Zhenla	former country	en	Q3024240	historical country	0550-01-01T00:00:00Z	0706-01-01T00:00:00Z	(550-706)	6th-8th	True	Point(104.91666667 11.55)	False		https://en.wikipedia.org/wiki/Chenla	en	True	(Chenla)|Chenla|Land Chenla|Water Chenla	14	wikidata
Q1057542	Republic of Hawaii	republic on the Hawaii Islands between 1894–1898	en	Q3024240	historical country	1894-01-01T00:00:00Z	1898-08-12T00:00:00Z	(1894-1898)	19th	True	Point(-157.796388889 21.311388888)	False		https://en.wikipedia.org/wiki/Republic_of_Hawaii	en	True	Republic of Hawai'i	1	wikidata
Q1057551	Loulan Kingdom	ancient kingdom in modern China	en	Q133442|Q3024240|Q43742	city-state|historical country|oasis	-0200-01-01T00:00:00Z	-0076-01-01T00:00:00Z	(-200--76)	2nd BCE-1st BCE	True	Point(89.840644444 40.527633333)	False		https://en.wikipedia.org/wiki/Loulan_Kingdom	en	False			
Q1058770	Metapontum	Greek colony of Magna Graecia	en	Q148837|Q69391739|Q839954	Greek colony|archaeological site|polis					True	Point(16.816763888 40.416077777)|Point(16.822782 40.383126)	False		https://en.wikipedia.org/wiki/Metapontum	en	False			
